Connected to /dev/tty.usbmodem1101 - 2 loops 0 phase difference
H_min: 0.0000 | R:   69 | Data: 48346cbcfd20042986987efd3e9a971a5dc8b00bd6eaf07a9c50ca56bdbfe73f56a617efd949d8ee82c5154b91b3f3e1d256ed0d84ea3a6155c74c6b2c2d67022b2d0345de58f482c2169e1e3f5cbe57d02c18c6168dade79a6b34eb2d0c929e603753a20c4effb98666116075506d04cd92ad7a650cc4f31caab32af598aa35
H_min: 0.0000 | R:   71 | Data: 851e535b158d5e75a3eb15b8e4670dbf20a42f4ff0a61fcff2e8f4465e0b29eb8f255dc38d05bb1083bb435587cbc2c616f9a7dd4137bb9f553bbda3062e0fc915c1c0f475cf530510a37f3084a82b0d975cec7937576db7b40a9fb61e8a475a984e5887415e8c0fa6b9c745f7c446c4e6c379c1b1a8c6ec4ddc94e479ec6a71
H_min: 0.0000 | R:   75 | Data: 0a31912809b0feca1570ce7f153c14c7a92320493e9f3200d07e00e19d27a2590fd0ad3a30005579e79792ed9b0f91f78ddbe394b6a1329565cf2b1a15cce5a140fb5833a2ebc2a0773ac03e48232d997f2c7c325ee7c0de6cf56970f44357ce4aa4738e69cd743b95c4e6b231209010a5d5ac561ac537c59184e031c59a7674
H_min: 0.0000 | R:   71 | Data: 8654cac4ad3e23abe8d30d7754ac86933695be23d6d8d57fa20941eb5654cbae64d7f7232cf635dd1df3f4b656b847124138de2ec85b7e3e5ad6f48a66b5f8f02daf9026358331515c2447a4de0998b94bdf3db1745260ba96ef656810682eb7347b67c45205fec8a9f336ade37e50e91d5b41cf55dd91bad27ab651cd9af572
H_min: 0.0000 | R:   73 | Data: 9f53c5623c3c4487ce6b46ef7f5f163337360adfad6941411c0db9fbc45e77a9022c9a2cfcb458521e569d827d2791bf3dae5b4f46b7d1aa51e96de0e516b09057d3fd3d7e247172a7fe25a17db6373edce307f87c80eabc2933b964b8d97737d1fdb6df44a70144029e24b2961ddf67fbe285f6cda99a4948b92332970eec26
H_min: 0.0000 | R:   72 | Data: 5024d1f5600b12850ebb2820b4b9229681b8a8d3ba39dd138109b762fb5268bc83d17e4ada7ac8a1f60bfc346cc19595171357f3563702d8f590aa1a2cb2450b2ebef386a56d6b742207fcc1fb8f21459f1522ddf0ccc9e976701388ed0c791135ce9803fcd54470c0e4c858f69ac020e89052d838ce1fca87c3d93f6af5ab21
H_min: 0.0000 | R:   71 | Data: 0b3848281aad3370a771561a80417fbc16d99d87a1674a81afd2ab416f974f1a602b9500ca4148b9fe764c8a7e1406caa347bb3e7ec16870b271eb848316d1806f5a40d8c731b5cbe1430fcebf160413f37d5f7a2f7f9250f420ce13a055f749b1bb858c9fc84fe8f4fbbfa51e2bef83d8be8f1890ba6cc451bc09b3767059db
H_min: 0.0000 | R:   74 | Data: 70fa6df0f5f3f107c48161f9d603c007fad9f31873fbc51adb9ca79065e66f815e292c1b757e525f7a2dff9a45aab15ba5718282d1e58703e8a419dc147dafbcdeedeb605a156a85c1383b41fc681ff2ab0c4dcc86246941a10673c431340086c966fe8658e25883fc30a5b5cde0e8c05c2dafdac091d935c2f263231b73f1fb
H_min: 0.0000 | R:   73 | Data: 5401d90779d80cd5a6b63358895c5d2096cca03fae04221e488437cadce37c92945c2f0d827293c9069b9f5ad93ac94626e08797d6cb33c70a061a385aca45228e93401b3f0b872b8ba0ae02d49cabea26379fc53555284ae58a2cb3b1e3ec491a059948ab72ad8d827e721aed249d40b897263181cff2e7880985c108815e0d
H_min: 0.0000 | R:   67 | Data: 4f358cbd404c3a6b01d272607310cb1f1923227d1a6391620b2784feeea26ab8d6682ad3ec9627e13dfa284604941d42fbe25f92c0d689f56a98711e8902a07f5016b19ad473f252f00427e7b3d663b5843ca8668542e47d2619d4972e8de2fffecbc0d91aeec789fa603911b41bed567a5679c1887c3a8ece749313c03a3370
H_min: 0.0000 | R:   71 | Data: 86ee4c48f64dbefb3ef7becceaa027b08c2da2e69c1946f9d29ef38d829d20193e67725c7f973c961f3ba6b8c6135bdd3f8de3228b46c5e84b17f9bcca8d887868f5a7390b8fccc662b424e46525d82d6f54664cbd7e796961f14e02381c71ae15672a4a283dc67f19640df0cab043715e4ea68ab446726f8b0f1698b39ce6d7
H_min: 0.0000 | R:   72 | Data: 2109e0b0bba48bac261f6a31eb4357526ba83bbb349659d608762916b305607d66edaf211f541da1ea547f048c7b1ff044f3753a42fac97638914e1a59d250142d3f58d9439869ebff0708663c335f90e0eab920358b5ee4873d14c082f25a24ebd5a25bbc5c7f65c31768be8b1379c5c40e6c7074816bc6fdc73e6c8f4c3a08
H_min: 0.0000 | R:   69 | Data: 40d6ba68c2bd3ca6de12a95c337c1791d84eacd3d1a65f07579e99f15a8a9461bcaac99ecd3773de9176308d5f5b20ca058dd50d031dd00372de186c7e167c30760d6a678287c9ba1e73b7558a556d601e991ae4effb7837367502a71965c9c7a5f82fbeb359284819ca1c7bfb32919c28ead0fe8949b913e5a782c32f4dc227
H_min: 0.0000 | R:   73 | Data: 3c7e5b5a763ca0c481391d948ab1f7e6a3fd89a6f910253a6c6be35ed26211a05012edaa641b4714d5d229909a536c7246d17ead262338db146234ac7c9ccc8de7640b1b43f34a904202a516b174df018226a91d1da84d6224aa37ddf5564704e6354cb0601339700c2e9cc75e4e783b0eb787e554f4df99367e57ed22d96a36
H_min: 0.0000 | R:   65 | Data: 3f5b00f10445eac15538f92028d5bdce28e8e1ed981e3b6d85c038ddc5adddd631fc0deb1e9fe6ac70625ef61f75abcb3b6ebfff52545bd1c00d1fa0f43b76c5c80fd51867d985f206a7c8cc910adf27f74595ba25522bcb8b4f4e68548c24b0680df3e8ea039f03b752b78f7c365e27715279b954429c1c88fef934aa8bb9e2
H_min: 0.0000 | R:   71 | Data: 3cdcd99c7a3cdea3cba7b03983d17a63b55463a6649e5802adc4525b1dc49b90d6f306a8290375a3b4237f7e1693970f2886c17e70f72eb21afa57f4d3741c8ff28c73f3424dd4646d3f35141c041ffcfc7370b0faea076e3ba17173dad995858aaf88a0c51fc9b00e71ae3ca27c08297719d759b7db8183df64c2c78cb24b99
H_min: 0.0000 | R:   69 | Data: 86ce3a20f2418a3f02687b34be4511cc1308fc009a722f8cb58a9a383dc9e8391dd4d220e95c9f2593dd4bf76ebd2f48126170b0ece410144381cdc595e096ab40671575014294e09de00efe6281553ccd5c8a06134434d18588b555adb261f11e9976cdb55ecb0211b8d7ba22df8d01d47bc3abc73d9316fbfd1f0a20ba2757
H_min: 0.0000 | R:   76 | Data: 16fd8baac9c7bddeb15575241a400f2c2dedc8ef4045c595e0b61af430ae3d40f35812d0d20b0fb3a9f8d032aeeabec723fc5705c8f7d6b1ce7ea594c1be6c46394003e444727a2c38f0bd187b671cf934f2384c79be900d45ea6971d865e0839f0d198e5c97ca350de95a3b9430569dad0c021d8d379f2ef6cddf77486a6648
H_min: 0.0000 | R:   75 | Data: 676b60e4adeae1bbbe6c74b82a2c156a66a734866ea33ecbba9906fbaf3b4649033a41a99943d989f86ae8f5c45608b171248d3f82f37f452f4fb30721e9d13e4131683895c383aeff2f5d2591237de2198b49134f7c64b8041e608629deb316611616f00d0829389742ddf81b680def947eec10d1600807d7dea185187c4317
H_min: 0.0000 | R:   76 | Data: 3af50650900efaab4d21ad7a7aefc880b166c5d0e89654fedb82ed6e2e8877390e559b45865387974b2694f74f6b0eca2db94950051836eb8781b0224c2d6025bdb7c46d622fd566742016c2cbadcef63a4a2bb27453931005c8809373d6013e7d6fbe38202b1815c42c86a8ff3ec3528b3b1ad4c38295b17e60147f29c46113
H_min: 0.0000 | R:   69 | Data: 948b94d97ea09665b30d2cb615ffafbc66d617c8a54577a0d49d6fd4d004b274649d52bded749533167342553d207e71c1088a4986d534363b384f85e67a15c2f3c41319e593e607ec4ef33a3c81e2aef87a03ccc197efa3ff26e5352d2fe6dcb4fce32dbf4503d46d0240cc2c3bc5a51b053b910f8e5eb35ef6a321d71f8d87
H_min: 0.0000 | R:   73 | Data: 1434d3807ec16de3f6e56e6cdcf2214e1f955491f5e5f96d3460722dfb2f091699b56e39ee81360d2f81248b39f82f6b3ed148fd8e9852af952d019e79f3ae1b79278cbd3d746a8d633f38bcb8bdf4d688b2da7666715b9334200c162a1c5242edb6d8b45853b5b6c891532cc0ba0f30eb501d2faa808f64fa97fb483d760948
H_min: 0.0000 | R:   73 | Data: 8212788c8174b5ad603fc99774d53f104513300b6678a990bc1fa75b673e53531df5ed760682b6a9d764970c69ca394eb38146baac0b566c833a446c6432390e30c604d2b4adca8bb2dfcf1c3f527cd967000ed14a6a15407ed27fec7233849ea38149cfd24d6fe6902f7598160aa94e48754918cebdde4ab832c2fbc6d38cd9
H_min: 0.0000 | R:   74 | Data: f8176de574ed67ef83d9e385cf8cd8320a538ee95ca9001fe6360d7a1c8ffd44cb00e4778cd2de6a10553c204b968b7455c72c018f3c85f7f6135ef410056efb27baa38b1d9a3ec3855bcc408a073d8c4adea83d1983edd5418215c051ea87bca9a5ce51ac10c8529345c18a5965f4c3fa57a677efd2f8244f5f7c3274938b75
H_min: 0.0000 | R:   73 | Data: ac5dafe2c414b6ee3c22f08ead46835eed4c0de67d67f3bb5af235d71a0537d3bb3b284eb75aa3fa598e8b0c2c05b1fdd4205411bd626894eb419d500d667723945a0297f1fe19effa9ff5336d74c898ca35aae9c5a054f2807650ba4720cf43d2d30f74461ce313bdad96ed59fcf2bd45ed91e36923cc5bc860483902fec4fa
H_min: 0.0000 | R:   72 | Data: 5fa16cff017cfa5d6fd1b01c59783c0a21e4d5d957d16a448d755ff6f90cdc858c297f8a45abe5e548ddd0ff2e76d54aa11bf1c25d7e5f44b9a4eb9133a20b715a5385cb7cd1b9de55d375cc6b67f2b4767236b45970830a5e329ac24ef9b61f320d67546b7f9e9480a57ed1088e46b32ba720ab00303186e4c5feccfac4b292
H_min: 0.0000 | R:   71 | Data: 0873b3156d75fccac3ec266a3bf7bdb049bc9c47f3fe1d22bf20f5df9259d3927e566ec6f06901778910934e7174b1de6662663057b322b75731f582eefd22fd2ee31ee2c4b7d50b2f857836bf3a9f70451056fde80c8a355c03ce57340c1cf9338b878febe4fa5c3e59cf20af590e5e8212fe5bdebf9381ae446948c88fba37
H_min: 0.0000 | R:   73 | Data: 8f1561f3f806a2da2d4b790ba8effe86437eaa7f310bc800daabd9a8c7f10e784861e76c9e9ac1539108953700c152ab65962f9cc08b0ebe9377b6f6f6734774f720a09c71dcc16c69f593b6441afb7674f5c2e13700510d099a9ef317b4fb021f940753e7396de2cde79cd76235707f976160da0a8d81e61477fef78b7c4108
H_min: 0.0000 | R:   71 | Data: 69292ed4b35d64cac76dc299e91f7840b6cea5a21242afab3f9d1c3ba83e61743b1f81e466d77c9add699651d6684146cd367d7beeb754307e2ada21630ba0c220bf132bf873798657893a5c00b1e61548a2855eb43438b4697814ef07529914080c0220187abb0590ea9d9299d6ad0e29367c11b26c4d6138e6996f05be0639
H_min: 0.0000 | R:   73 | Data: 3c9e71222fae48c369542179e3752cbb04b4b34154b9f415f79328a6814cb845ad3ee992872d1b85131044bfcd9fd0cb3c8efe6af21006d7b891da9985d69e9dbdb9f4926bb41a718d08b7518c0229e9937d93cd62a699b735f769232f6ddd2eb8fa7dd4f158486bbf9e2794f528d8ebc9d972702f7c47ba78f3ca2bc60fb834
H_min: 0.0000 | R:   73 | Data: ce7eda0a3403de57492437aa6d674c52c6ab712f77a91f7586d74827ee0bb925c125acbd547f83c5e47952313c79882714534104bfa0c0ea4bd00cc198e3699b0c734c961a521a2cb6b38e3ad81337432ca468a4053fe8f8b0c91136b44e2a1bebd3e6f078de8df5b8239767f668136ec3a1d243b1a2e208db9af7b1434f03e6
H_min: 0.0000 | R:   73 | Data: eb9350d0135d49334d2278cf88e6ee5fed0750a88bf47c51efeac854d9368e369c8dfc029731a1395e5693945e39ee6b2f0a49bf53c55946efda5e7ab9cd422cc4ffb0a4765990bca03fd9a749aa067e9941e0f2f2a434d04aa9fe27837e474ace60d4272d73fdbc49a3e953e2527174130440288f1f35f5ba068cd05f043e1c
H_min: 0.0000 | R:   69 | Data: 53f518783e0e9436da0d90b26fe1cc1dabee20a44ac711cab1c84d7c121c818b8458b7c47bf6b51b707213c7cd3288bdc490d3d8a02e22770390585fea17e0282e7edae60eba98ed8126eeb47274f12c246471927f89a2b3fbe17a77b499cf1959e1b4fe462a6092f7ee297db40a762d52ce0a031980fc90bc8019bbb2754ff9
H_min: 0.0000 | R:   73 | Data: be5705f2126ed362a94ce6b809f4fbf7fbb20b94574748b56cfd606728da281d8108d63e21087b691d0cf1c5cabb5e12fc6d6571ba6cb39708a4371651f5123c23b2d9c10e3022226168f414dd9e25c8be0bd03ba579d7dd149793d2fb418501358a98eeb59ccf9acc4df9484bee711506551e03e54da18051e97da3f18b1bbe
H_min: 0.0000 | R:   74 | Data: 161c074d71044c1f6c3729c8c83b4a0f8e03524558b76376f0c20bf1d018061809aa9e3172f90e346efcb7029ff7d25ea2dd1010dda29cfc4c6399024dc3431b2a78f3bba94ab6d622777a739d3bfbace110114a27a5b8b69a3a804a8abf8bf4f0ec6267fdab26ee99b14a8b36eea868b002218900c936713966b328a03a697c
H_min: 0.0000 | R:   71 | Data: 67c2396d972e606ca3f54c78a8cd247bd6e16d451fd1a37d8d1b286dda6263d126d69a06c01fb862a9b8bc422815cc555f411493787ba41908d81f95c692c83f62163a4111b99dc14c2d2651b0437e9ad2b9245b6c6a7f88a858ae235270e812c346a7e351df05156f62ff347567e3c3dbbc0c5257b93e4dde8bcde30e56de7a
H_min: 0.0000 | R:   71 | Data: b764963eb5da583119ee3057bb57fd1d5c29b146a578ed61fc0213ea5e35b5a893d4cf046f3a11ad2373840ad1548052fd8b2c31fbf0a4780fab9e31d10812c32c6615f6fc3a8e11d2daf8b0b714e2567a80dcf228ebfe6e6fa81d4dc5881f2a48c6088fab3a64a81e1adb670e1a1b54b454c723c6ae17f8be45f9740e5614a1
H_min: 0.0000 | R:   74 | Data: 9d66a556f5b79b836430409d4e4edd607002895736504139ce6b535b28e22727afc52e64f957591d7bed0030c101fbd6583e191e83a6a6891b89eca1238a3d08921a871e81ed2aeb89566e2800f1cee7cfaf40e577af8f33c1933782ed14b17d6f2e0e368b4243b1bdaee9f31d34533de9fee6c708c58c895ad265b920a215b3
H_min: 0.0000 | R:   71 | Data: d471208d3271bfd8f4b239cb8e4e29ca43618289a34f4265912a5337a89eb0a33d94a010baad56fb5eee2683735578e3c8ebd8337055030044571f7781dbd1a491caef2569960848b9ce00c83091f685d6ac0618e636711e32e41d79c001e2baf6e3f54958e62b5d7ebbb3e843384c3b643d04d2cb40c50fdd2b704844027cce
H_min: 0.0000 | R:   69 | Data: b3dc484a0d62af3324e2d30819ae531572e85414a8ae9d6796eabc157b2f9ae62974df1b7a8c9fc77b4a64bbd033ab0ada361553de93604633ca2036ecb78bae160743542ecb5adb1acb462829f916fff2cd4cad3ad23eaa61f049d111a4bfd71d416bfa7a21ee3b442bdb04430562e525e49e98bd508d8bf7654935daf7abab
H_min: 0.0000 | R:   70 | Data: ef4e7c526edd0759692f8c3cd649a41213c64f24ddf610e0d17a245fb5755fcf1d9234f3ae9e7e1609ce43c244bf6821375eaa95ab4b795e2cee46ffe89151e0c8f0331d546749ef341be9dad2092dcc67e0bd1c6cf2a5f8f5e5138feea4ae054ed7d27aa0a8f1f90c8d9e6e59a51279178b67c44e1f15088c2f1bf92bf7150e
H_min: 0.0000 | R:   74 | Data: 080683c2129fcfaaf6eabd9fe0cb6568edb43ee026878a62032376fdfe9a7b9e0e22500739fb94b8a91b6d45d53a94c0ff88298602d8c6d5358366dc37dbc3ed90f930345995608d105df6eb6922abce6b62ba50fe079fed5ec173c57a970ddebca97a33d2dd168794c083db51d1ae3761f6d1f95fde192f36bed21731a75cc7
H_min: 0.0000 | R:   72 | Data: 29cf72eb1c405f8230dc7fb71f2102fa745d3c62db0abd776071dc7eb38df8c841b8d9e21c3f8335d58b41603bd98dd90bbb3749a3f6b8eac72e54042d9cf17fbf31ee8a9e5f104345036821a1d69df17b33f9fdbd38117d656cbb9cff5e7c89d9f1fa3c2b194b87d25720eabf4356120b33694786d591f88cceac1f093ca3bc
H_min: 0.0000 | R:   70 | Data: 346a5f24766ecddc65be86cc1d52de951ac079d9d7c6493a2ab86bcfba3e489ef6ef376c14249c8754aa074038be38a7082327e91c27437b27cb375ddeefb9a5238b7ff2925b495a2fc863bb08b9b19e798df1b41888c5d64f21868b6dabde82e2511af42820b4850551bf2682b2ace752ef38d6f5ab725aaf1b8cb6a18f8ba6
H_min: 0.0000 | R:   68 | Data: b44ca223b86b59d1befa3e2d32e93637bc212e066859b0405bca7c7df7cfa25010abf9fe6cd9cf0da495f001d1d86e54961c8339b33b4dc0af3890d2f9dca6f07a7ba8be08a599b1d9f1a42e028786279d7938bdb4127c113e2881a4ae392bbf10725e0984e007d2cfcaaafd5db91b06cce43ae71f47c05b002f5c96b41406e3
H_min: 0.0000 | R:   72 | Data: 25d4d88104e882a60a0d3dc974ff948e2493b434ae5afb960e362cb63e0cc7cd380ea6e88202a1aa1f5cd858216494cc86b46747ccb4408c46d87d430026cd5915daddcd54a262d5b33b6b3eefa4a9f2a67baf90be07f147e7bc13cf889da1f9dd0a4738f9c380528db3293aeb9b7d3e420f750d858a6aec42061a6241c102b6
H_min: 0.0000 | R:   67 | Data: 3987a29757dba12670fdad4290a2dfd9e1281eff0e776c58d995f800b226e6f4c5a398c5b52cfe0672d51c663135a50fbd8cdee5c47ee98151bfdfc0eab153d01117da88b83adaa53b7b2bcbca758e01990e42bc1515c9ef9e2990626781028148f540b99928d9e09baa5b1a2ffddc3e23eff8a89f882efbd19d95bc3259b4f7
H_min: 0.0000 | R:   76 | Data: 48155f7d1dc91b94f09b59450627b48960ecf7d4965913d81ba334b3469c32f7b2feefe6af62f00ee2f6edc77907aa90387caa9915bb842b319e0c1938d450ea0a02511cb9cec58f027a830de62e55cac5585ad5e26bfe9ce6cea40b31a0cddc7a3e7021d9399c922445b3146c1d53a19b1c0d76dbe0340899b96c24efec5d4a
H_min: 0.0000 | R:   70 | Data: 90d5781273686f77767ff86de0872e84e7bb1db87a282da9ef52e220ed71888e8eb356a04c4ec3a73f4d2a876cb6b5bef9234c5d078c94813173f5f1ecdd97cfe2ebf9b24df53f307bf0c8804d92183cf5a2d633b0074d7687387ff38e9b530a6dc8dd3c077a3eacd11ea7412558ad4a4cffecaa079f96230d4f1d694143ec54
H_min: 0.0000 | R:   72 | Data: 537787371738cfa14020ac6a1c77bca9f6553e830095d581b40dc3a524ab51fbeff5446f3c5a57eec3c3b9b3b94ab3286870c8c6df6fa4da73eb1663c7843f300ef49e986d3056f10d05ff3f9e5dfbd6b3caad17dc4f73ce663104e0cf3d4f31fbe335618b98643729197aac1210fd070b33b58eac3142c55d2c199935e22f3c
H_min: 0.0000 | R:   68 | Data: 1e9bb42e631449af7332f343f115e8e2e1b9c3e60971d7558301995d8aeaf33a220d18b7eeb993c4c49b1a920513a6288c1a553dde664e263309ac554de985215e643dbd76eaee0c89e9fa625b1054951185814446eb608ad4c83ffc4ea9500f3adc4d771e6c16c2c6db88b97b29c9dd78491a155b79c22c86758d21c54a527c
H_min: 0.0000 | R:   75 | Data: dc5063ad3ec9e5e7e95b1d77d2a60d3c8caee2c58f7850852a70d0f6512c29f93a0802f3e9a952f0b20c261e56d98430998adab4f4673bf4b2dc031073b4a85922512e1feeb810f56eb7a421a8e4d9e1e736f5f6daabc498b39e44696661e2163883cbe0c625f21366cb6598cb80083915b016023d80327b652e72a2deeb4f10
H_min: 0.0000 | R:   74 | Data: 7d7e28bb6f6fec939fc3d63fafd535e26396d8cc5802796f81cdd9f2b347b449cfd8d475908b9a89225df39c868d2c2c5fffecdb997f12d5b5576de13c649b895ea389468578a2fea8aeae7a8f5a4e71af6e80a71e21598d15329ef1f35795ba243ec3b41d07b7efd60aeb4ffc9c70663619367b90c4cc70d31cc4bd2150db9b
H_min: 0.0000 | R:   70 | Data: d3a165b1d799c0254049ba3c500fd69e26b5bfce2ab93eace1333aafae49540497b323b48cad977033a48058b91215b30311e901e2b6dd44bb53028c488cb4974ec5a6d887493cf625fc78bd5a3c418e0f60b90e0d3b76aff48a7169dcc92aa3afaf22d8caf194d75f05ca41a9c9e3ee62806a36f9fdb3f59fec1914fa466dcf
H_min: 0.0000 | R:   73 | Data: 5ebf4349a1d7f7a2fe360a0dc752e6ca4106367fc4e5df8bd3d54ddb100e0f5038ef7c25971bbaf439a6d927a8b2ad72fae38b10ed08c324d5d6445286fbaad495a051cfde9db968ababb9ee0d48e72c268b3024bafe31c8babefc387848c7f1c5c778273232fa662e215edc529b8330cde32e2c2eb96138263445802b7e0e84
H_min: 0.0000 | R:   76 | Data: 181f9119606313d618a5dcc4e0a2b3659c55a20cec97743b49bc694d9097ecb2593058c310f3dfd7c95e575ad9bb3946fecadb6cec33c19fe29eea8f2991f9464b441ff9849ea0b097751bcefe635350db8c302a5de38d0cab875f6d19ac5d058c38b912fb82e2322eee3e0fddbc7ef2a22e28e3c53a550b9e54cac33eb88a92
H_min: 0.0000 | R:   77 | Data: eaadbda83b8b147cb27890765d0b5e3bdca43796a0a95dff2c9eadbc1880a542e4b0bf8393a4802f03b3761549a72f45cf9ba12c3d5da0104f803111902b54591c181d24741029c574feb3cd3adfd6dd1a7887c4c04a06f73f133f6a0e17e6a606c6a237879a23b728436a9fef6e496a88c7d84ff1a5e6385fcf08ed5f218c08
H_min: 0.0000 | R:   74 | Data: 52b13addf209e8142e6359a6c294fbe46b0c4965226e6d02f4138dcf7e94e11c413ed5bd20b3297826f881642c3bc716f92d493d427d40077e06b43e2f2f1f73ca26cb9319d4c35c57a39b6d07f548536c4a8ce0956648c06c7bf9e001cfa5d0c986ca036c5f9d1dade6accdbd762b581642463e97b2a597af48b9fb2c6d4e97
H_min: 0.0000 | R:   73 | Data: 1a37c63abb7b885dd8ca9bba79a843967eff113a70e91f36c2189951636200ba7831403749bbebc031081c6d1a32b69e4dee1188d1e3bf17a85419ea62669a2c1c0f1e471c21036d63806908e773457d83f5786dc72f2c80e653fb3f22e6581932cf101657cfdc96349d853974496cc28aec7ed823a8c912256e9bbf7a3e0dfd
H_min: 0.0000 | R:   75 | Data: 14f719ce2a7b4c0e0018c15a19cc6d0f7250571b7f00ce27821e1ac5c352a025a1e7aa4e38efbe70dacef61aa1cc189a218bb6f22ac12c36779c8af327a74fce8fc2b2b2e711aee198306eb2432baf8546830204a478e7a084c5a44e275cfe09dc826938f439de44fff402173d5b4cb56debc4a6d07622baaf964dd04b0be7a1
H_min: 0.0000 | R:   69 | Data: 8acf4ad3e37824208dddc9db2951c03f31f2d1cc9112cc5fc92ea35955fba74e4222b0522697a085bf7c0679cf7a84b38d07efaa03f2718c5b73d15350461bb5cbff8e9de48b1c0e49e957ab73fb5505e92af41a9659a9d3789e1579c07e4016eb675e70c83d19b476724b55f18d64d9086bda9b6a39ab5bb3d521e76959e364
H_min: 0.0000 | R:   72 | Data: 0077f336ef177a64bf2360f4e9939814c950bb7864b1a65defd2cb4333feb891dfdd670efadc238c4c3aa1aeae9172ea2d4ffb629ea9d310c267d9539211e2805efd4b5842ef409a20b2e54cf9f761f5c3f4ac7fe7041111e0e0a5d938828105589369935a66b9817c8856d011f017ce2d8a5c52c68836c7c09a9afed0744d47
H_min: 0.0000 | R:   61 | Data: 6ed2c2579114a58a0cd0424440227080abe80f49af7e81f6e83deda8f3e12e09af12c423bd695a5186f410c2c404295c0de255d34448a7500e66bcd76a1fba9ba8efbb508c05e38d1cfb032ac993690d1168637190baa8d7cbe924a718d53ffd4c5315b04a4f5c999c572ae91de61dd07424016d2c4d9fc869305fa420c6e300
H_min: 0.0000 | R:   72 | Data: 8c5f4a66c4a25361b13e7c576afafeb7f83be2b0b61eca600c0fb6d68026a7f2b7573c8a3db5339829bb8b774e2f546e94a71254570acdfbcaac2de7b3b1dc8eed19dc511850389cfc710677b6bda3b1041f16a15c1d305361e038a8be0d7f943f5e54d1473e91eeadfb972267ef57b916bce04e70528f519e428811bd4a0e5f
H_min: 0.0000 | R:   75 | Data: 0e1ae409a3b341cb2ba152ab48a42b682cfffe35b3af88d90aaf3d6ff17709f1119dd31542b9c7f856db40ec27b4891ed8f82df7b270748c37e5247e13ff093322861dbf590e9ef3cd19b1d07ad066cb7d304633a42661fa63054c54c5277a88493e11ca78e7c5231cdedfdb3d189d80583fb3d589edeccd0c35537a36d15fd7
H_min: 0.0000 | R:   75 | Data: d691ddb963566158466ae8946331fc98363601856ce45a186a2cad654e618eccf075c12289c7a2ed336fabe5165be8552b14e2a6ac7ce2d24b8ff781c253595d76ce6e5171cc9b0e8e484b722ea883f0dfa3ee6d257fcba93cc178c0de53617a8e22f7c5c452d82f8358fc780c82bdfcaac3ff6bd8ce406ca4525aabd72539c1
H_min: 0.0000 | R:   69 | Data: 0b074b08f371ec81707fc1067b3a5c4f08bd9426197caafbb8a23fe0ea2d79ba1da9441361e1b35cd29d0599944b8dd93fbed88f9302aee553254e722e2e61780b9deca2b84d6861e4b75847f7ea01a15affb59cf98f808db72ef9bdf215e628f79289a5933708bd74b4e87f1b314393f603b8fa045769e4b9c962e5fb874b71
H_min: 0.0000 | R:   70 | Data: 5f671a9ff64ac7d25e944da7daa2e944cfd03b0dd90bbb7535fd91f7c5620ff9c786ebfcff22d00bbae0b555cffefb2c64f12ba0aa8477bd5d80deeb4273df2d7aecb59c3d618fb08333e884f93c8fe2797ab0e2c2f9ecad06129db0f5ebe460efd5e2ff7a2ae186e70421eff60923477b1e518ae35e13d44475c8ff25e172d8
H_min: 0.0000 | R:   74 | Data: b489b117bd4ea18681049094a2a21806e92a7a1382a8f07d1205707ab77abbea52038c839274ced3042ab0d6936d838938f0fac45e3c36df4b1d95450828e549cd6cc7768c774a150d9cdbaac9994b06572cd0fb5ce995ff2ea30cbe7d6cb2bd1b937daf241f373e6aaec7ce3c3cbe317d00117fe7d9a3e8b49957e39d508a06
H_min: 0.0000 | R:   71 | Data: be023539293bc5e45c636003a173633a79c254a54f619dc307c05d180960222ac48bec4d065358981de4ab0ef31da014527c6761204c536ad6c502d60c682c779f702a3b5f3e220419628c565a9ba0e78e551c25ce09d41275ebf540d4a1fb556fe7b362471b54512e02d773ab5ef8b2af288c61d5c4469d7fcb5be7934e0775
H_min: 0.0000 | R:   73 | Data: 7524cdde12d105c50c37ded2f4822a54602cf3948ee50efde0d0d4a1b97aa5fcd730b5e58025083c0c62d0ec6c6f676d70d9d61d1c133d4b8a9b9d170bf71489cf579a12738ce9a34ae1f76e61344a599463fd2b8b4dea71588025d03203533847f531ab1e9459e7df65ab823faf1e25ba353bb31670d93ce02aa01cb17da272
H_min: 0.0000 | R:   75 | Data: 3a30bb665eac77d0f735782c8e90436d4c88253240731c249710431326047abb36966c08622e8feba3d56e6d6fa3d65a874ecb12aaf5810878669f003a36cc66ed22f13d66531fdfa9e03df87bb4230f5f1dd67a0d101d3ab8fad290fe88c7604123a21cbf060dab9ceffccf43d4c959d0aeb02887e4e6e7d6b9288d24cfce6b
H_min: 0.0000 | R:   72 | Data: 384deada83ece15383cae90b418d1e2b1e9f878c98474bb5d827d769e762059618e0f30590877e9d62bf181142fa5f0d3f5f3db9ef5032e96e313f3192bef55d3df68c91261e2b0398393787292d9cda966933d2dcda8059d7c34edc588a333dad3fa1738a2c868254f66da2d2b9ce4da190d4a235ccdb4e39499ca32cc6deb9
