Connected to /dev/tty.usbmodem1101
H_min: 5.9320 | R: 1100 | Data: 7fdce90e5699ab46a058073ce8745fc924a5440c8b100da977fd02b99def4c107e442294b030816b675ab6e03f7d32183328d5c3ef80e01197ca3a1acc111f3d7b869fe55fb05525e0935bf64743ab8b1cf44a19a57743efd8cb4a1010454e7c4995e5ded1bdeec3baf1e469e5544fa8de621beff188b30c7b5e1c75567f324c
H_min: 5.9320 | R: 1129 | Data: efe236de3a036f4a145c1e6cf11fcad8d2a646f29490603bae2e321bf00429a8768817c5e4fa896b81873248502230c4666fe92954a46259e25be98bf6cba7b82ea089bceeb15c9375cb14821767ffedaf7a43521fc57c1428372eb3aa6d020cd27c6119cafbed6ad456b74767527c3a8ce421d6cbbab82f113b3be5d3bf913d
H_min: 5.9320 | R: 1142 | Data: f04316ecc6d6e531e25c2b49a8fe7ed6ed1a7f684b7c2f01f8d471e30050cd9529abb133c6aad677ab632ae2235502ed8555354a0770347f43213238ddf9225e475356998898807b9551f04b089a78b7e24752c11b962cff98b053306dcd84320ac2ff09b8c3432db9b2a57ebd37e376a7aa0b15619709335d91d09136e52071
H_min: 5.9320 | R: 1150 | Data: 13de116a22875664e078e0aa63cb47a6b0a6a309566e9edd5ca54d86716eeb99882749441bf6c13d459e10809f2a777cb21d26e7928c5f8f35fd86762abbbfdf3da04972bc09f3342a3856b10839c2941364c18ca6def91f8e37ee7ab30b4e97e78c0044596d09beb21386af0889e3addb34ff1fec7763e7f0c3fb1365a9adf2
H_min: 5.9320 | R: 1152 | Data: a7033dacb30a7181d86a47044c1e8995e7054c7ecf9c0b6e7635f8c440df3cc062193dfb0d51a5e6bac3cd8f2de63e3183ae5915d6145905b7cd94e22803eddc9c2b09a396f959a1023f4f344c62650362275aaaaba35dfdf497d8d06f8f20c3ea5f2dfec9007f2bc2036c971bd7db6dcedf21d7f8fb2913ea54aeb76f0e8453
H_min: 6.1425 | R: 1154 | Data: 18b84392471f528d730cb09416dceebe272bfc8f351ce635864b220a5136076677867a49850a7364de2f8984836cec7110311ef66f2d3368ab380a5055fffc17463095d33e64b419dbeaf72aa95c6905241da79f53f8e67f7de0ece7058c37d420a344c045174f37bc8b6869f81a22fd645d9a851e40dfc5e8dd82d794ab48f2
H_min: 6.1425 | R: 1120 | Data: 90466d9dffa6e2b5f2931858170dfeb2f5a104148789e7aa71535fa20e72ca5feb73aa2f19de025b0d7975723c4aa862bafd68b22bbafbb024e84aed9d13115810b11ee8579ba30e4ffffe3ebf8a8c9850010917a55dfc0b25d61ce5d48483d4c0edee1b15f17a6fbee633fa72b22d808fc15ed82b676ff7e385341d40fda964
H_min: 6.1425 | R: 1121 | Data: cc59b589149b5699946b369feb8e78c28e076cffaaa5be331a4fdf0b7670246ad91432bf966ecdb179948ead5937b933dcfd2604c56a570ae786ed61676622e1bd0aaef3ae452a55e22418ce506646893c4468ebaec76332b874071756c450ee0cbe615b9058e6aaf7929f243806084136a3cb3c77a7eb3e77f00c78c68686b9
H_min: 5.7541 | R: 1109 | Data: adce9e44f52f577a7b1edc42ff453a7ae8bfe7008c34db263232290aa81e07b1bb974380f21dbdb8af19054544b09bc540d114ad11b224648635080da0a124a3d6406614e8650a2143c2df5939d6cc088254067bc898ee6e077e56944c5753c830b9c6bfc6ecbd5ba5ee9a542164549050022018ae89bff17bfa7c4a1a42ecf4
H_min: 5.9320 | R: 1108 | Data: 1ad067d0f0b3621c60694548df73ca617fec6d97a59eed5cdcdbfd4edcd18fbea0fe09dae864a408a4fceb83669046ad22ff872d15ad10d707609f0be77b0ae868a3cb117f95d2ad1f09976f2925282189cbda93a740df51d7a0127e22a6b77b3d3ba323580f3ead3a87ba601ac3dfece0dc1e9f8dd07e6b60eee596af74a175
H_min: 5.9320 | R: 1110 | Data: ab80a03c3ebe56b244340c95baf5f1eb4c7e44f718cc10fc8c56054d8c9484ec187c0746a7b68903e560694eef6197e1f9bb465707e03b5ffab9ae5e96a8e68ef65e5fb9ea3720051900a5acca2c2ac2048bdb0e1372ebd060cc7a23dc0bab56d135a21cb8df25c33db68e5493b318459af5609ccfea08e08912d057a1a6a817
H_min: 6.1425 | R: 1105 | Data: 4cece17a7cf729f37f466207fd6f2907ed5b095f892fd0e3f70f60aec38e8b2966adcbf22bc1239ecd671be6ed03fef08bd0f08d9295b2c0b2ee7153094c6392bffffd3a865c6b90e572f004191d0f2ef6ce23b5eda9e4b0a806cfe97c1a9067272da36e1d318f260bacd7eea76197bdb095b17f9b45c196b0eaeb3d61d34daf
H_min: 5.9320 | R: 1129 | Data: ede2e8899e811b3cb6338dbc40bc47e4cfbacbf66a27f58a26f3453c2a0ca7633b3a228386b4f2d6b816f8a7e549ceed4e1efd866725a0c42eda2d95795461c2073f2b4f83c1568e544ed8067a2a058b20665fb5ee3de296482578895a0232eb1bb984172e2c05031e38687b9df94e03a3b381bf3b642fb44d30fef58fb710d8
H_min: 6.1425 | R: 1131 | Data: 60f72fa0c21bd7451a4d43618ba4112d5886c083c3418293542a9fcccfa8dac74ff6eabb94926998fb5b394db12787b743bf737dc7d2dda3e8166a16c716ed8e6d4252d6b083d7c4ac56279c09603e8d5ef73f45107a57c442f91bb50215c6c575df1c5a85fc83e3ac77ba3adeb0e9d1468ce77aab4a3c84d52635b2bff16b2b
H_min: 5.6000 | R: 1119 | Data: fe87ba165d2bf292c7cdbca4425a94401c852d711ae7bf26d82f696ec50ff765aa3cbdc03eb0dbcecdcba0a0800c56760783062fcbbffc752661866569e50310ca8c896792a7b2c58da7ab377862af62c695bf7cd7e11091a02d1e08ed099375dc14a6bb4fc9191f7bb0a293da138404ef397411751a364c7589e1447354de55
H_min: 6.1425 | R: 1132 | Data: ffe5f7b9ef76439d109591cd7736a7005bbaf4c5c8aa7fb4dc58e868ba546a40039a097c96425b918bded0b14ecab748cbe0cee40bad8ecf58fd7ed9256dae7ca1f0428dd239a1cb936d52a0ea122ce66d8125bb6aa15547cc66d5b872b6092aa965dc898f0d4995ff985295a08007bacdad439451768b90267c4308a329f514
H_min: 5.7541 | R: 1131 | Data: ea536477972d77c93a1ee548910dc1cc9811dc630091133f72d07d66688e770df8ef189d7e04a42f2913e18a370f853ac112017ec93b5cca8f83e40a72440dea81b937aec37e23ae4c5fc6b52c31e349b18f562302d99eb6a697c1a0100754ca3e255336887993886ab5a4868a40b6d50133bb716e7387bfc873cbd5c5f53584
H_min: 5.6000 | R: 1130 | Data: 13769590e221e8d0bc5fb6f8dbb3a8b154083dd8fc3c6d5be90a6d4021ae966f34b7ccc16b028dc22c2937375be7125a909f790af48e41b0847d8eafc32151b73ecccf4277817bd55e041cf53c3bef1eaead1f50a8d34fb6503b0dec7831cd83155724800b3397ee396eaf29ffd31dd8bb317d7b5deaaaa5f73c65ce41449a05
H_min: 5.9320 | R: 1100 | Data: 71c027270db7977d65c122922d7723d6b4b788ca52ff085d8bbe249952329dd0477e12c38f96b18549c12a41976b49c86c90f169a10a3dc14b6dcc9e2833f5697154ef7d56e943fd81672308b2f8065546af69b98fd9aa2bc705b5551bae36a7304ab5216ef4494bb68af5adaef5e79627109a7038e6871614ca345b10c88b7f
H_min: 6.1425 | R: 1118 | Data: 8a782851887ad7bb86b50bf2354df2a5a4c5d9848798f86ea841039749cd50cc3d9a63140dcee3879015d26f7a10079dc1b636bca20d1c2c5c5c3935ea5b9823bcf4d063b85fb57b45d4e46b811bcbe8a609dcc8b5c8e2a074d5d5e7b6810c9a8a0698f29bd725f5c4ccc735d170ab2528b461bb007238db8e616a95c4edb775
H_min: 5.9320 | R: 1116 | Data: 426e819ea8829f4582000a45b7e9eecb7ec3dbaa29a6d25e90f24ee15ebd3120048331a9cc31b29e69920aafefbbce81983d168f4b994f69e1f0c794dd40e26308b653891d104031d59a9937880fc72d86a4a710dfa316c01185ba84a677053bd9190f2abfae46c0a504371ad82159f92f837863ab12f58858573a35e3bedbb6
H_min: 6.1425 | R: 1167 | Data: 778db769eb33d2a1cc98dd066ed64647be76de28d028dde7e318d8181163841a80c0cd9360f27e02fa6bb4223267f70503234eac3c7bc39be901a9073b1a10fd41f05849db284dde8aa18c67d901d0c63506095e39f3bf9f6e090069d67d6fc455d7257398bb8c3a38039e9186049345c4baabaef2cfca0524797db29f14ea14
H_min: 5.9320 | R: 1144 | Data: 57ad12992ccad1f97e2a06e51d3b86a9bebc1a36352c93903a8a6928e6413f09d0855ef4b1a1affd946ebf08be4ad7fd2b508890d7e9dcd5f2744261d6f3a9ca28204f4c47860bb748f0f2b11ee726647a2e29712aaa6f56dac0ecd8c0a93c7aa14726bb6ef2ec6767c5f7b907dac034af31f7b42557f8bd81dd6f77cdc9095f
H_min: 6.1425 | R: 1115 | Data: 9b0ae0d1290630765e7fb66f0351bf69442689b446011a45d098e2f6ca6d9a12a464dc05f36aab5e7590a3f0a57934cf84fa022362f0dd6d5229a5549cd9a66070e84cf34927204a212aeb6b1440e3783d5ee792626553cac58f6ac02f321659546cad6fd4ef92ce161a4d2049b3df5e39a9dfea3bcfc8f884f3984afdb89e2f
H_min: 5.9320 | R: 1103 | Data: 11ec20263ecbba747bc5453dab9ae257b2d9ee095ac8842a78aa855dc6821dad9c8f46dffd8ad029215d50caf508782a7927ee47a1f0e8071c9bb35707c1fde2b6027074259012a9da184b23a42f94833022c71865d6a9e88e61f79d0e0e86dd0f80d061f72b1a34210c75184fcd79d001ada7d0fcaf701141b67e12dc873234
H_min: 5.7541 | R: 1124 | Data: a033626ab1865b81026d26e13ac4f11844b91f21a44070de64d54f1326a6a9c66dac93c26e0088a88e4c66da343ad3b06dd903b33a526fda0fdce5ba77ee29ea0d2a346f41584bd40c6153ae0f4a1d8098a5af5be1d5857600727dc40d783ddd30530c80a53a0943faceda37bd816265ae48399f088f31d685d68c70883880c6
H_min: 5.7541 | R: 1104 | Data: c2359a3515c1e5bfec56ac73470903ccfdd6c62bb22894a0c0d269f3816314331907229ebcbd551e69d0e00ecfb2d8bd18bd49b444bb338bbb0fed7094ad82976592a5a9f5cb847af45e2dcedf2af6cda4acacb8c1d336425037f5fa939d427317544b2d9f1747e9e60260c3c7fc93775a223f76d251dbf12ce9c7e870acbd43
H_min: 6.1425 | R: 1113 | Data: 5ff260f80fc4bb5801d2eb7903dfc4fe6fd12ead841b7abfc6220dd9fd9116323a49576a72014c9cf0c76c67a56da67547bc79ceed8d66d941f44a2a994e7fd1791627cfdaa9063bba72a437ea24ef219152be3a6cbfcf5f5ff8564d483d602b8572d9dc61f149b48b030e2cc26f1148ee21030f885d55fced51eff5913eed4d
H_min: 6.1425 | R: 1130 | Data: 88e167d88cfb3280c6b65fd903a0c83255aa050343a845ae03f0dea0df0eeaeb8f2eefb4698f92b99e2a126f0bbb6d4fe1fac0030b612f35ba6b137116ad00f35d712fd327e1c4b884ab2f14d27df23e693393367ef7ab3277e281bd92afaa6b1164d7d41e61c436856619e583540b0927564b48d07c19a16bc66bff8ffa2e52
H_min: 6.1425 | R: 1115 | Data: 487b270f265727c12a2fe01127399e24653e724e7abe8724a812d7919c5405e5fd1c96f221bf0f096e0b48783f531f8ca31b141611e7450ec27d8686166b25da236f657077d528e24186a84be1075cb968a9d5ae1817bde340fe486139cf4fb2abd4e825650798c28c42b4ed4f67a9ffe21bbc36c077edda8bc09b7a6cfe1be0
H_min: 5.9320 | R: 1109 | Data: a4e68350132e8af722b41f04026bbf27e139361e3adad46eb631a41e9fcd33f85dac85fa79fd282f2b734dd4cc02512f99371fac6ddbeaaef84f8c3ea970b347167002e0d40ba431c7f18f0645dd66cf4730933486f03cf57c02e9ecbd04047ee9b59c4f0b6181fadf40c8268ef55b6815092c397e610517b0c83063810926f8
H_min: 5.9320 | R: 1109 | Data: 2977fcacd25078c70a223d094bbeb02dd9250cefc8f4b2d9019c7e535666f76a23ed05436a830fa73249afc7d285f9f551681e3e13fa6a559242872325cbd19364567a9e490014634426ad5a9189316d85ad53cb4212e47815c7b5d7ab371f5ee8060ee79d290997cffda2fa020ea6937c5dc7282ba193ba39f2199fde16aaaf
H_min: 6.1425 | R: 1102 | Data: d8fa20b2b82c7e6e93c2106fe529cb4f0b58cc6fa3deecd517c5d9fab2ca8adca766b9d9844005aca9cd1b7e6f8a0226cf31013e1ddb54f3d5ad23a7e9476f967b271e3184acd9c3d9338dedf4ca7774b129de4e077ed7317e391fdb97c1eae574f7c3f0f89dc2906a32f95ad78ed1cebd4cb9ccb9f131829022306d3deb543b
H_min: 5.7541 | R: 1132 | Data: ca10f19c5bc9ac890d40f86c1ec73936bd11a800799f5f99fa17b5c1a7dc6177bd1cc53020ca871e92c144361379f559d6ab576d2760f2d2a90bdf605ee1207741c4abf2292fafb2a82d2074c6e7f11b96db16c7dd31761512f0f2974bd135d89c500cea6dd94f53ef6969c96208737bfd4aa13bf4b6b5bee01409b83b9a565d
H_min: 6.1425 | R: 1143 | Data: 12bfeb43e85d7cd5b7cc8dc25229a798b0149786185c0f3bb1a189250a047bb8b97884866853a8ab81ea758d126d236e4531bbe0ab36e6284718346f2aedad2d4d99647e881f70f463c7d303036831e70cccde3471a62db7be5b0a1e6a93bc496c39f299eb18adc024397edde61f0cf16d6af512c02836da60ac5fb2b1b80d2e
H_min: 5.4641 | R: 1161 | Data: 008f153de4d27ee796292672879282dde3bb51bcd222fa37bb0fc0890ad99e174566d3a9eee9ac55d44c047df1d07ed02a4c891c03b701357997792cfcb8167c6d78f9d81b5610305e008e0b90fab838a75ad2efdb2c2adf6f1ae70e85909ea99b1f6fceba599d47964a9e89fa91dc2cfa8e8fa949f7060806621bdead936079
H_min: 6.1425 | R: 1121 | Data: 536210c94fb437a1b1ec35481b24088fcf255482b77e5c52416dc8839a011119e258cce97591743bc352db52d4c69817005cc13a04ebcce6f780d16a585b38098cfa941116f84155cfb46c5e0a46977a91663dc93ec72b80bb144c2fe645ca024298996119eb4ce9a8defed83fce47157d6018ad8ab55e4ec6832e9eac4ecb02
H_min: 6.1425 | R: 1124 | Data: ccade99abfeb1ca735c4042a7238f5de23085aacb4c351349d09a28bb5be6709faa5918ef30edf77994009263efcc8ea9f86ca066567be2e2776bc52777c0daa96b94a57270c45495654a4ee8ac12b222be0eef5a49c7b8c7c76b1ae7f3723d6c9ed4e651ac22369ce280b0573c41daa4517c1c0744956f113ea490caf332a49
H_min: 5.9320 | R: 1145 | Data: fe62e714d54ad8ea2133f9c8cc8a146b9937401d0cff7bd0c298be32b39d024a3bf4ff7d3f29e7b769a7a3b08d41577a20f272cb5aeb88fde1687d0765bfdbb1b55aec4b11166b9716a18b22291cf62d27f959ed4bdcde544ae1ed5741931df373471d245bcb8a742855d3914fe0528c72e96d1bd0e1b5ad85f3bb94211a9f76
H_min: 5.9320 | R: 1107 | Data: d4ef443ed59ba81d04d3157ada98c7f4a86e3034c5fc1c0e24b57a73ccee8b404b1c6cd34412df5fc7bccb9d63dbcf525b400e5457c637743300b244aaa883aed4030fd6391617ce069de284d2067f864ea33113fb3a62fe88b67ee0cf36dbc27f68b7c459c9adc9c0427ad2f3011e6dc44bc5d733366f355ef6532d92fd3d94
H_min: 5.9320 | R: 1146 | Data: 1d6b9806a2e507779648f9b80b359d7acbf78eafd50282328b1670713f12d8f4f763800d421ccfe52c8ae20fa99f36b3e80bb95bc815fdeaeedf708cd195e0533aeb38c58144ada145d730ee21cd17109dcba7f2c8ed4318501010c39fb7494d8b2be5190dbbe4c1dfbf7e3bb8889edb4d79ebe1b5d6f2f212301d0d27101c3b
H_min: 6.1425 | R: 1112 | Data: 0b06e953ef7f4c3a17c7c11437e9052a0f96f1b7c3223ecfa98680736f93312597480a376a06fca41bd9f9ab1b7abb5df0dbd583ef6431725699911fc4d6b18a83499ccb4f546202dc0721eb7027ee2f02e5e9da0f62aec4990ec04c8d3162bc9342ca8ea09dbd8f25d0e13c1350a89b6c6d678f094004e080767e919a0efaf8
H_min: 5.9320 | R: 1094 | Data: 75f8ef709363f106c39bd25abab5993358dd472694ee8d1bc4b14105425b0f2a2fa06ce485e2859da7f24d008d9dd83b38b85e19808225903971866551aa3afcd197092d6321b5dde040eafe373851c235385d2b2d1e7e0291a8e6c8d78bb14efe1f49b650bfbdb03b2d999db0f4fff805e9adc8afc1eb55e19866f5e5b61fd3
H_min: 6.1425 | R: 1107 | Data: 77d46152e1a5212369d6d9cbf3e6d1b1cbbae60ecf034dab55b55ec93427396d49bdb08327909eaf05206d382d57bb396bc1676ab871529e0676c1f5437c7ea709fe5511ccf07fef68547c6dd8acd5389984ee001a8a0cc0181f67f4dba406eef283d55aa1ad9d778da99f843de55fed88ea834ec644c97b1f039b0b70bfcb7b
H_min: 5.6000 | R: 1109 | Data: 350d65a34603144a6aa963114f5c62803fbc94cfbaeb99136e8bc70cc6883b209c48dcb3423b585f74381ff64ce84a08234393da1dd7ec543909abe57510247fdec3c0b00e223d0dcc525816be6d9b018b16204067f2950ab357cb60791e173c35e439f756c70de670482be3f0d62d89023c334ebf53ef00cec0d50227decb99
H_min: 5.9320 | R: 1093 | Data: 55c25d38cefa4fc56e4cf8ee6c91d471affd0317d449096e7e8c971941266d57fa62e6e6272bf25a0000e6e0ea68b4cba6743faa95d41b165dd2651ae4c1f80279ad94db0948fed0e9a573b8019f84d3bfad8c88d6ff97b983418bb2375e9c9757d1b09641ac9d78ef4d0977f7f3409d7d1e523d2999e866bd76e0ae1f94459c
H_min: 5.9320 | R: 1122 | Data: 46e25d772c0b24edd64278d444cb94c9348c830fadc1b46d620b2a51d9fec5e381d3c5e83f4d57d4df201d39ba50471b0f0466ac5d6cc2ed70962575aeb9f6656957d87dddbd01f1406ea43c131b779da5864b2b205bc480fef905dc207b641e6d6124b86729b5e9f96de757958a7a2ee7b99334d7cf128eb0c4f5256d79f226
H_min: 5.9320 | R: 1136 | Data: 144ca87a4aef1b877259cfc7bdc15803110d7048b52afbc90ae34c943b7c4b7860eda688b83378165ff9d506981a46231d10098196423c214dea17e6de519e42ba29c6ecf2060709e107cc5e5364ec0027c56226e3ff8805129b1cee6035cf106519d288cc99996fa95a04a74a83bff46b128f9d200c61be2d8dc100833a8e62
H_min: 6.1425 | R: 1113 | Data: 4f90f4602c655339b785dc7c503cff0159fdc0db7d27d2dda19c3752db47d9df5075d7696d9e6a369ba0b05abecb7df81c4bd86f2c18cc47590c3b20b587d2f4a1ae5e51e3aa7b865d9f0b03b01d2ac81e8dd356c7f09e0a70872423507007474fcfe46ae6ad13a92b76f18a6345f361f969b33f9bc8b13ad4621b2acc326f20
H_min: 5.7541 | R: 1149 | Data: fb917f25afb1622435501babd219ea3a902de07993280ae799466afc0d8f55e62f68a839a3df28b13ac57aaa8760a602282d4fbd3781a87dc57bd95375ae1ad90d446637fae049c65282d11cbab70d7cac1c1388732c958e865061070d8c73dd612ebc3883b017ad08f04b2cb8c22d681d080b9a799b8926823046e3e4012885
H_min: 5.7541 | R: 1142 | Data: 00daba4c5cbe654aa7ad170c71ace683d579587ff577dca91b41173f77806b2a1ef5b8e7dd257050b816a1edfcfc597cb6b74be0561beeab458b8c2a60ed92a6c01ef3b6e75b9255be3b61c97b81f8084a6f403305ac05e6bf776c157f7ef12b8964ba58d4b1d357f590a3a63c6aee23bfcbf8afffa9c5c0160ddff97fcbae10
H_min: 5.9320 | R: 1121 | Data: 9dd43a6c983fadb2f7101754d2be6ffdb7bd295f66e7305376f09c61b14d5429eecadc53571a6b64634397f33dfaf08a2092c8cc323f9823bf738f6a64eb5ed8c0d08ad946016104aa7d41c170c73cdf32bedc590fbf1dddd29b34d3de21f788c592034062fc9e0ab24eb5836c7a698e23c9ce57b48a75f43f5f2181174a1af1
H_min: 5.9320 | R: 1123 | Data: 9849f712683135d5d1d95a4400171fa29a78f327b05b4152043774e60635b687fbce028000a2e0b9d42c7732242b2ce7879b8096b3342097dfc1ad7f0620b9a4261b1455b935a7171e196094c3c6ac20569a108c6c3d47a07c008a2345f3fe6a3245f00af4fbd9f5f55a71c652674c0f9b76210639473f701d3935c56f5f3f24
H_min: 5.9320 | R: 1138 | Data: e1b52faeb8d6a97202ebde6e6388ecd2189031e663549f46cdf3a3069f244d63192a50818da1d2a69781041211881f5ee8990a398c2f161298b8afcded16de332fa51b23e3b782c5f2081efb05aee6b402b182ac72fca419dc3c83b2c0c3e414eec30108e4d4cd97e3ab3bf50086d091868c5e8da1be5018dbe675820ad39d47
H_min: 5.7541 | R: 1123 | Data: b5638a041ab2d08a2b38e27e34935e7a0a49e120c10a13c5e08badf36e6d1d2c206d8ffb31cc833e25e1c112ca43875dc90858681117b289e5007dae5e07b8f85d2c5b64e13d6001753f264f47cfae4a2e57b16ebead1dbcb0b28641df50cbaa55a857bedb9b2e19e16b54f876e29f29329ee2b51629b86e30952615eb6a3dfb
H_min: 5.7541 | R: 1142 | Data: 188f674f69d1312fea7cf27b84c73d4a255428fed964c620adbd73c5d701887f2b83fe9a54eea2df550afdff7a488a182517d906dd0668b8a599ace05ca0d97a3dc3e9ec8c8ed20ae35091b8e24c4f28bdcb6d68450422c3ce93ac0b09f9133ff17525c3566cc5042f05654fbc77558a1437fddbf50766906b382ffac6005c98
H_min: 5.9320 | R: 1118 | Data: a60573e651661220752d52121debf5dbf2507bc38186e0f34d3126c56107ebb3464a1351250611fdbd913583abb9d13864169c916660e7b3130290ec7f413ff9af941d4190deb174f8bded5942b5f467b8f71672252ffa9ed86aacfddc2d7a1562e4fda8e8b26bf28d5887e6e37b950a58d43f00578d83ec3b23ea665678584d
H_min: 5.9320 | R: 1110 | Data: 46e338db7e2f140a6b14ff1286d72e115296677addd8b5b297c8712835d13185f3422345168cebb61f5bff0e6729debb1c22efcf97cd06e93c49ce35586712d79addf6eb7d3f0945963f669c2e0bd14f48d3323ae3cd12b6767bb704f04e6e0e06d4d98e4916197fc2dbc1df574688e24f056483ebc3eaa9a9c7ca63c092ba97
H_min: 5.7541 | R: 1098 | Data: 9b2d5adec3257b53ad2eeb02e48c948041c7985c7c0b91602ad2ed5a59e37bb943acfef885838d51d41ef415a5095b89594d0d148d20de75ebd659060243f268e3589bfe8e6cf28aa23ce5ed601e5ef76250924f80b896e9af55aee3077cd8869d46486a47f8fbf3bb820854d97c3c4ffd402b6d729061c713f8ee09f28087d9
H_min: 6.1425 | R: 1144 | Data: 92d365da3e5caf29d8dc411b721faa64f6a46c8826fa6dfd5e9c2cb2f55cddcbce3f36e50e5f1a376bbf9ddec6a83c30140f9a470bc8e0cc66cbcb3f0ed79537761a613c49e794582cb4185d72c78d3aebcbc9baaccde9acf176aeabd86b5d4e9d7eef4a8daeb73f086fa58b4ed837a63bb2e1e5ee296a040f271278cece52e3
H_min: 6.4000 | R: 1103 | Data: 0fb8241bb5a0c147875d588b0d47ffa349027bc91ecd0fbba8a5a994bf7c07205bb6ee3c3776a7920a51a4203ed61fbf359bc236fec7f7e41f784717bc82baeb5ddde17e42988c8f540ad3bd85fca20d0dd696d4c92e1b57389a5bd6914173a7917e45f08aacc46a57a243a056dbaf17a62f1b12eac09bf76729d622ad0e01f7
H_min: 5.6000 | R: 1152 | Data: 6e1256216e62bf6a44e5ca9a5ee4a40f74e6567fcfcc7c764b875f34911b5b4a9aa241f463001e84de92b551950bc860f15417eccad6f3678918f00a103e77e47d921a596920aaf05513079ba0949dd8c3a62b3cfc0f0fbb6b075f76b00bf0c9cd5247fa3c37a3c59ea10bd0b3ad9263c2308a3164cd1c24bbdce6f2c5f87a16
H_min: 5.7541 | R: 1119 | Data: ba841afff77d6c71eb9e2fcd3d36746a6ab02c530807d87fe94996db9cf58ee30578aae8aa03ac0dfb9d8a2a941a8e482926541bb0c52a444807147ed59ac5ee9d30182e8fe2df5a2c206db3576a9a68655f61bc30d7f391982d9164d58e6551cfa2be3c97d3f1074a6f99c99e1cd95133fd18fe755d6235f0817a6168c20d7a
H_min: 5.7541 | R: 1117 | Data: 100ac74b6ae11cee20694571aa3f3914c7b55993d10793fb377f1b74538619f1223e5a9c40c037a4b8b60c5abf66369f831601a277840ca9939871a8049318c5df29a14941d35ca3772e4d35d1328aad23aec1dd89676978668ff1396fe9f885aaf9109fabfaf7f09e5f7562e3eeb8167e24d64c634fedc1775be302fd25adc3
H_min: 5.7541 | R: 1096 | Data: f7720e20e2f4e0833b37df9553e5a2a83584bfe9eb24720fe65ed8e7c689449370366b8a17303233b9da56ddc1eb8c1ca204bd27711f4dc11d033ab631ee68dc58dabea1ba6f6b6b6297510a434a97d848934ee254e3a638bed8911554455bcea2e96f35a558d21c6558d4474f58cdf6d67b9dab96ce1bd2b0a0b7a02a8d0150
H_min: 5.9320 | R: 1101 | Data: 4a604556293421f8e8517c3c8c0a6e47e0b3107498b3619a332b6fbc759f5860383b4f2a42f0ae52bb69a1dc9c0bffe96881a765546fe3c1e2776b6c8c454b1a6d277c0da46547ac9665c7b1052ef1bfb3348502150652fbc9feefabcfba423da044a219826dca41bdc3287f32ab7ce4d57103e53b36bc6e17c2c53a522ab7be
H_min: 5.9320 | R: 1111 | Data: 5b222459bab85b72db343418f37aae9f8853f80ac979e83e2e1cf638a4c4c9cc1cc577eb0967e6f8fff34604f95992bb22ff976451a05b02342f2866d8a4e44c0de1aca809c16efb10e4b9f9d9d680e2c8f54d162d83cf90443b096622e6d78d066165ba6a23d7a7590eeb3fcbe1d7c256ba0438f8d30bdb83855ce684c53070
H_min: 5.7541 | R: 1122 | Data: 6f35b6ca88f0d5e9171c71616e606947e8bcb9536ab7a2f1c6b37cec0b720ed8f0a6c037d6365af2780aedd8ba097ebebf7f32d5cdec7c62723204b5e9a0e74167835aa142f9439722f5f0205d549aa96f9dbf07b25bd36a9321ae37d2cc18adf454371d5774777d1c5402f20aa7257fe21786e80535764ec187137416bbc6ff
H_min: 6.1425 | R: 1118 | Data: 890123fee22c8317bb4011dc66f5137e37c35f94a3743367e4cb34c47e5610ea3f35bfb03182d980304d03582c1017a62bb95ee62c72df1e8747e8ba8acc6f9223fbcd2af3391366d7b1cda2bef6fcb1c95ec85599d74817ee2eee2da8c31399df37444dc7738745a7957dabfd802634fd9ae733c500cac1446793752a2d1a7f
H_min: 5.6000 | R: 1131 | Data: 26e0eafd9ad1e5352aef029d69d9f0ec6950b06530c2f5b3541a8cf5402312efe93a9329b837975e748c1b657a04c073611ad3dfcaa3eeea65f45a28a89101cfe6cd269c6e7861e25c954c1b1537342c74052d07b81cbc2ce6e6bff2ee1ba69c2d16604f4678a43022368568a0be40610ec0e7f8155f2cbe1d3c52c22325deb8
H_min: 6.1425 | R: 1119 | Data: b167cc1acbb0982d9d5fc500d1a822daca81e7c7dbeb7644d08ffb5f44d3aa7cd2691057fdea8e3f84b9c79fab3e97925702b08066d3a96b76d4c09608c8441b6b97e5de3b6cdb27e6b5aeaec034d5acf8bcc8f04f0a28f8e16d96113f56a16cc6d64141ef182832f3907123c33a3381e61fe5f70e07071ff98349e53c75a853
H_min: 5.9320 | R: 1131 | Data: 66c09c05ff4f4fc129cd02686f6d242b91227317d607d9649446eaeac90260cd031dbcef6dd1406adcb5161cb9ab4b1897e54753bf0d56715e585adbd53f1b96fbccd389e12c171cf57d5bf95c218e8b37500c03e50863ff04c9e7fe1401c8ce525e59ae87da017a6a40f71c199a45607675589a97efcfd1092c2df9aae31e60
H_min: 5.9320 | R: 1122 | Data: 26ab399e1d8884c4e41bcaab18a2c0daa706c5a3943ca7d293db0e0fd28ac1d7e6dbaaba2e280b32c4591212f703a3fa34f42ab5958b1c6f74f308968f2afda69fe55e67fabd987868a2cd9f1d824a4320a3c9d48026b1bbee53067b8e740b716ebe77ceab226c2588541945de4d28c0057e61ba4543f863f08eb5b53e0ed7d9
